"index","Date","Open","High","Low","Close","Volume"
"0","2019-01-02 00:00:00","2476.9599609375","2519.489990234375","2467.469970703125","2510.030029296875","3733160000"
"1","2019-01-03 00:00:00","2491.919921875","2493.139892578125","2443.9599609375","2447.889892578125","3858830000"
"2","2019-01-04 00:00:00","2474.330078125","2538.070068359375","2474.330078125","2531.93994140625","4234140000"
"3","2019-01-07 00:00:00","2535.610107421875","2566.159912109375","2524.56005859375","2549.68994140625","4133120000"
"4","2019-01-08 00:00:00","2568.110107421875","2579.820068359375","2547.56005859375","2574.409912109375","4120060000"
"5","2019-01-09 00:00:00","2580","2595.320068359375","2568.889892578125","2584.9599609375","4088740000"
"6","2019-01-10 00:00:00","2573.510009765625","2597.820068359375","2562.02001953125","2596.639892578125","3721300000"
"7","2019-01-11 00:00:00","2588.110107421875","2596.27001953125","2577.39990234375","2596.260009765625","3447460000"
"8","2019-01-14 00:00:00","2580.31005859375","2589.320068359375","2570.409912109375","2582.610107421875","3689370000"
"9","2019-01-15 00:00:00","2585.10009765625","2613.080078125","2585.10009765625","2610.300048828125","3601180000"
"10","2019-01-16 00:00:00","2614.75","2625.760009765625","2612.679931640625","2616.10009765625","3882180000"
"11","2019-01-17 00:00:00","2609.280029296875","2645.06005859375","2606.360107421875","2635.9599609375","3802410000"
"12","2019-01-18 00:00:00","2651.27001953125","2675.469970703125","2647.580078125","2670.7099609375","4009010000"
"13","2019-01-22 00:00:00","2657.8798828125","2657.8798828125","2617.27001953125","2632.89990234375","3923950000"
"14","2019-01-23 00:00:00","2643.47998046875","2653.18994140625","2612.860107421875","2638.699951171875","3358770000"
"15","2019-01-24 00:00:00","2638.840087890625","2647.199951171875","2627.010009765625","2642.330078125","3449230000"
"16","2019-01-25 00:00:00","2657.43994140625","2672.3798828125","2657.330078125","2664.760009765625","3821000000"
"17","2019-01-28 00:00:00","2644.969970703125","2644.969970703125","2624.06005859375","2643.85009765625","3630820000"
"18","2019-01-29 00:00:00","2644.889892578125","2650.929931640625","2631.050048828125","2640","3518070000"
"19","2019-01-30 00:00:00","2653.6201171875","2690.43994140625","2648.340087890625","2681.050048828125","3883270000"
"20","2019-01-31 00:00:00","2685.489990234375","2708.949951171875","2678.64990234375","2704.10009765625","4953800000"
"21","2019-02-01 00:00:00","2702.320068359375","2716.659912109375","2696.8798828125","2706.530029296875","3782490000"
"22","2019-02-04 00:00:00","2706.489990234375","2724.989990234375","2698.75","2724.8701171875","3369450000"
"23","2019-02-05 00:00:00","2728.340087890625","2738.97998046875","2724.030029296875","2737.699951171875","3597620000"
"24","2019-02-06 00:00:00","2735.050048828125","2738.080078125","2724.14990234375","2731.610107421875","3486590000"
"25","2019-02-07 00:00:00","2717.530029296875","2719.320068359375","2687.260009765625","2706.050048828125","4114040000"
"26","2019-02-08 00:00:00","2692.360107421875","2708.070068359375","2681.830078125","2707.8798828125","3649510000"
"27","2019-02-11 00:00:00","2712.39990234375","2718.050048828125","2703.7900390625","2709.800048828125","3395330000"
"28","2019-02-12 00:00:00","2722.610107421875","2748.18994140625","2722.610107421875","2744.72998046875","3843020000"
"29","2019-02-13 00:00:00","2750.300048828125","2761.85009765625","2748.6298828125","2753.030029296875","3684910000"
