"index","Date","Open","High","Low","Close","Volume"
"0","2019-01-02 00:00:00","23058.609375","23413.470703125","22928.58984375","23346.240234375","321570000"
"1","2019-01-03 00:00:00","23176.390625","23176.390625","22638.41015625","22686.220703125","424240000"
"2","2019-01-04 00:00:00","22894.919921875","23518.640625","22894.919921875","23433.16015625","396020000"
"3","2019-01-07 00:00:00","23474.259765625","23687.740234375","23301.58984375","23531.349609375","334200000"
"4","2019-01-08 00:00:00","23680.3203125","23864.650390625","23581.44921875","23787.44921875","317420000"
"5","2019-01-09 00:00:00","23844.26953125","24084.7109375","23703.16015625","23879.119140625","324570000"
"6","2019-01-10 00:00:00","23811.109375","24014.779296875","23703.25","24001.919921875","338150000"
"7","2019-01-11 00:00:00","23940.009765625","23996.3203125","23798.16015625","23995.94921875","262650000"
"8","2019-01-14 00:00:00","23880.529296875","23964.900390625","23765.240234375","23909.83984375","277560000"
"9","2019-01-15 00:00:00","23914.109375","24099.140625","23887.9296875","24065.58984375","291570000"
"10","2019-01-16 00:00:00","24139.91015625","24288.609375","24119.720703125","24207.16015625","302830000"
"11","2019-01-17 00:00:00","24147.08984375","24474.4609375","24088.900390625","24370.099609375","288590000"
"12","2019-01-18 00:00:00","24534.189453125","24750.220703125","24459.029296875","24706.349609375","372970000"
"13","2019-01-22 00:00:00","24607.759765625","24607.759765625","24244.310546875","24404.48046875","338480000"
"14","2019-01-23 00:00:00","24577.25","24700.98046875","24307.169921875","24575.619140625","318600000"
"15","2019-01-24 00:00:00","24579.9609375","24626.30078125","24422.73046875","24553.240234375","320170000"
"16","2019-01-25 00:00:00","24687.2109375","24860.150390625","24676.75","24737.19921875","376890000"
"17","2019-01-28 00:00:00","24596.98046875","24596.98046875","24323.939453125","24528.220703125","347170000"
"18","2019-01-29 00:00:00","24519.619140625","24674.869140625","24504.0390625","24579.9609375","330870000"
"19","2019-01-30 00:00:00","24826.51953125","25109.619140625","24790.900390625","25014.859375","397330000"
"20","2019-01-31 00:00:00","24954.48046875","25049.619140625","24842.08984375","24999.669921875","507350000"
"21","2019-02-01 00:00:00","25025.310546875","25193.150390625","24982.490234375","25063.890625","372090000"
"22","2019-02-04 00:00:00","25062.119140625","25239.91015625","24977.669921875","25239.369140625","298540000"
